id_producto,nombre_producto,categoria,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock
187,Electronica,Mecanica,2025-04-15,128,10,19,119,28,Proveedor B,10,ok
188,Electronica,Electrico,2025-06-18,60,6,30,36,20,Proveedor B,10,ok
189,Electronica,Herramientas,2025-01-04,171,7,19,159,19,Proveedor C,14,ok
190,General,Mecanica,2025-02-15,167,15,10,172,24,Proveedor B,6,ok
191,Electronica,Hidraulico,2025-02-14,59,21,11,69,24,Proveedor A,12,ok
192,Electronica,Herramientas,2025-04-04,40,18,20,38,25,Proveedor C,14,ok
193,General,Electrico,2025-03-02,97,7,17,87,23,Proveedor A,5,ok
194,Electronica,Herramientas,2025-04-05,108,8,7,109,14,Proveedor A,2,ok
195,General,Mecanica,2025-04-06,179,9,13,175,26,Proveedor B,5,ok
196,Electronica,Hidraulico,2025-04-24,146,20,19,147,35,Proveedor A,9,ok
197,General,Herramientas,2025-02-09,185,12,18,179,17,Proveedor B,12,ok
198,Electronica,Herramientas,2025-02-16,33,6,19,20,12,Proveedor C,11,ok
199,Electronica,Hidraulico,2025-06-07,199,5,29,175,12,Proveedor B,1,ok
200,Electronica,Electrico,2025-06-15,198,17,16,199,25,Proveedor B,13,ok
201,Electronica,Mecanica,2025-04-15,67,19,2,84,42,Proveedor C,12,ok
202,General,Mecanica,2025-06-28,124,16,30,110,39,Proveedor C,12,ok
203,Electronica,Hidraulico,2025-06-09,148,9,31,126,49,Proveedor A,9,ok
204,Electronica,Hidraulico,2025-02-18,140,6,21,125,22,Proveedor A,8,ok
205,Electronica,Hidraulico,2025-04-07,108,19,8,119,10,Proveedor A,12,ok
206,Electronica,Electrico,2025-03-05,66,2,16,52,37,Proveedor B,11,bajo
207,General,Hidraulico,2025-03-14,31,14,19,26,19,Proveedor B,7,bajo
208,Electronica,Herramientas,2025-02-16,156,10,28,138,41,Proveedor A,9,ok
209,Electronica,Herramientas,2025-04-23,100,9,20,89,39,Proveedor B,9,ok
210,General,Mecanica,2025-06-26,134,0,12,122,41,Proveedor B,1,ok
211,General,Hidraulico,2025-03-03,168,12,0,180,32,Proveedor B,5,ok
212,Electronica,Electrico,2025-03-15,103,8,12,99,35,Proveedor C,3,ok
213,Electronica,Hidraulico,2025-05-18,28,21,1,48,17,Proveedor C,8,ok
214,Electronica,Electrico,2025-04-17,127,14,13,128,42,Proveedor A,11,ok
215,General,Herramientas,2025-05-03,172,8,25,155,14,Proveedor C,6,ok
216,General,Herramientas,2025-01-14,54,25,7,72,16,Proveedor B,12,ok
217,Electronica,Herramientas,2025-04-18,22,0,15,7,11,Proveedor B,11,critico
218,General,Mecanica,2025-02-01,128,18,20,126,13,Proveedor A,2,ok
219,Electronica,Herramientas,2025-02-05,119,10,40,89,47,Proveedor B,3,ok
220,General,Herramientas,2025-01-10,122,22,11,133,38,Proveedor C,5,ok
221,Electronica,Electrico,2025-04-13,108,31,20,119,39,Proveedor C,5,ok
222,General,Hidraulico,2025-06-29,81,14,36,59,36,Proveedor A,2,ok
223,General,Electrico,2025-05-19,113,38,14,137,31,Proveedor C,7,ok
224,General,Hidraulico,2025-04-18,56,15,15,56,37,Proveedor B,1,ok
225,General,Hidraulico,2025-03-22,111,6,19,98,21,Proveedor C,1,ok
226,General,Mecanica,2025-02-28,77,20,13,84,32,Proveedor C,2,ok
227,General,Electrico,2025-02-16,139,24,21,142,10,Proveedor A,4,ok
228,Electronica,Hidraulico,2025-04-28,146,11,26,131,39,Proveedor B,13,ok
229,General,Electrico,2025-06-25,118,0,23,95,16,Proveedor A,5,ok
230,General,Electrico,2025-06-21,125,14,35,104,37,Proveedor C,6,ok
231,Electronica,Electrico,2025-05-13,63,17,18,62,36,Proveedor A,4,ok
232,General,Electrico,2025-01-21,141,7,11,137,17,Proveedor A,1,ok
233,Electronica,Hidraulico,2025-04-27,58,18,21,55,40,Proveedor A,9,bajo
234,Electronica,Electrico,2025-02-08,51,20,8,63,14,Proveedor B,5,ok
235,General,Herramientas,2025-06-13,135,21,22,134,26,Proveedor C,5,ok
236,Electronica,Electrico,2025-05-04,119,13,24,108,13,Proveedor A,6,ok
237,Electronica,Herramientas,2025-06-15,54,3,27,30,49,Proveedor A,11,critico
238,Electronica,Herramientas,2025-01-09,53,9,15,47,18,Proveedor B,14,ok
239,Electronica,Herramientas,2025-02-26,145,15,21,139,27,Proveedor B,9,ok
240,General,Mecanica,2025-02-24,119,21,21,119,21,Proveedor B,9,ok
241,General,Hidraulico,2025-04-01,23,13,23,13,35,Proveedor A,7,critico
242,General,Electrico,2025-06-10,27,15,10,32,26,Proveedor B,6,bajo
243,General,Electrico,2025-06-27,59,17,17,59,37,Proveedor C,10,ok
244,Electronica,Herramientas,2025-02-22,30,7,14,23,17,Proveedor C,10,bajo
245,Electronica,Herramientas,2025-02-08,185,12,11,186,30,Proveedor A,5,ok
246,General,Herramientas,2025-04-03,163,19,3,179,26,Proveedor B,1,ok
247,Electronica,Mecanica,2025-05-31,136,17,26,127,24,Proveedor A,11,ok
248,General,Mecanica,2025-05-18,82,6,20,68,16,Proveedor C,8,ok
249,Electronica,Electrico,2025-01-22,79,8,17,70,37,Proveedor A,5,ok
250,Electronica,Mecanica,2025-01-01,151,7,0,158,44,Proveedor A,6,ok
251,General,Herramientas,2025-03-23,166,26,18,174,25,Proveedor B,13,ok
252,Electronica,Electrico,2025-05-08,28,13,17,24,20,Proveedor A,4,bajo
253,General,Herramientas,2025-06-05,27,22,20,29,49,Proveedor A,13,critico
254,General,Electrico,2025-04-16,188,24,20,192,22,Proveedor C,11,ok
255,Electronica,Electrico,2025-01-14,46,11,15,42,24,Proveedor B,12,ok
256,Electronica,Hidraulico,2025-02-20,167,19,34,152,11,Proveedor A,3,ok
257,General,Electrico,2025-01-30,150,11,20,141,25,Proveedor C,12,ok
258,Electronica,Herramientas,2025-05-14,124,6,0,130,22,Proveedor B,8,ok
259,General,Mecanica,2025-01-07,61,16,10,67,18,Proveedor A,9,ok
260,Electronica,Mecanica,2025-01-05,52,6,24,34,39,Proveedor C,10,critico
261,Electronica,Herramientas,2025-04-17,141,14,19,136,16,Proveedor A,1,ok
262,General,Mecanica,2025-02-07,39,13,27,25,44,Proveedor C,7,critico
263,Electronica,Hidraulico,2025-02-02,28,19,23,24,39,Proveedor B,5,critico
264,Electronica,Hidraulico,2025-05-17,146,23,31,138,49,Proveedor C,9,ok
265,General,Herramientas,2025-06-04,57,22,25,54,35,Proveedor A,8,ok
266,General,Mecanica,2025-02-20,187,24,41,170,46,Proveedor A,12,ok
267,Electronica,Mecanica,2025-01-11,28,7,14,21,15,Proveedor B,4,bajo
268,General,Hidraulico,2025-02-25,37,8,32,13,19,Proveedor A,1,critico
269,General,Hidraulico,2025-04-24,118,1,30,89,20,Proveedor C,13,ok
270,Electronica,Hidraulico,2025-03-14,162,6,27,141,24,Proveedor A,10,ok
271,Electronica,Herramientas,2025-01-22,109,6,20,95,10,Proveedor B,12,ok
272,Electronica,Electrico,2025-02-18,26,22,10,38,36,Proveedor C,2,bajo
273,Electronica,Herramientas,2025-04-10,25,19,21,23,41,Proveedor B,2,critico
274,General,Mecanica,2025-01-20,180,33,43,170,19,Proveedor A,12,ok
275,General,Mecanica,2025-01-06,126,19,26,119,14,Proveedor B,11,ok
276,General,Hidraulico,2025-06-13,107,21,33,95,35,Proveedor A,13,ok
277,Electronica,Hidraulico,2025-02-17,86,4,33,57,46,Proveedor C,9,bajo
278,Electronica,Hidraulico,2025-01-17,199,20,43,176,34,Proveedor C,7,ok
279,Electronica,Herramientas,2025-04-23,159,15,19,155,37,Proveedor B,7,ok
280,General,Electrico,2025-06-14,102,15,25,92,40,Proveedor C,3,ok
281,General,Hidraulico,2025-06-12,127,12,25,114,40,Proveedor C,11,ok
282,General,Electrico,2025-05-20,45,15,31,29,36,Proveedor A,3,critico
283,General,Herramientas,2025-05-21,58,7,31,34,20,Proveedor A,12,ok
284,Electronica,Herramientas,2025-04-26,191,22,17,196,35,Proveedor C,2,ok
285,Electronica,Electrico,2025-05-19,112,25,12,125,40,Proveedor A,13,ok
286,Electronica,Electrico,2025-05-15,36,21,15,42,15,Proveedor C,2,ok
287,General,Hidraulico,2025-05-15,44,5,32,17,11,Proveedor A,7,ok
288,Electronica,Electrico,2025-06-12,197,10,22,185,42,Proveedor C,9,ok
289,Electronica,Electrico,2025-03-28,134,27,24,137,28,Proveedor B,14,ok
290,Electronica,Hidraulico,2025-03-30,37,31,7,61,10,Proveedor C,9,ok
291,Electronica,Mecanica,2025-06-19,133,7,41,99,42,Proveedor C,7,ok
292,Electronica,Herramientas,2025-02-08,180,10,26,164,31,Proveedor C,8,ok
293,General,Hidraulico,2025-01-16,76,22,14,84,37,Proveedor C,7,ok
294,Electronica,Electrico,2025-01-03,37,18,8,47,10,Proveedor A,1,ok
295,General,Mecanica,2025-01-28,68,15,29,54,11,Proveedor A,7,ok
296,Electronica,Electrico,2025-04-15,182,3,16,169,19,Proveedor C,13,ok
297,Electronica,Mecanica,2025-05-15,66,32,22,76,31,Proveedor B,11,ok
298,General,Mecanica,2025-05-22,129,3,37,95,30,Proveedor C,13,ok
299,General,Hidraulico,2025-02-16,102,16,5,113,42,Proveedor A,2,ok
300,General,Mecanica,2025-01-28,142,25,20,147,44,Proveedor C,4,ok
301,Electronica,Mecanica,2025-01-26,128,10,18,120,28,Proveedor A,4,ok
302,General,Electrico,2025-01-02,51,4,26,29,32,Proveedor A,6,critico
303,Electronica,Herramientas,2025-04-21,97,13,15,95,45,Proveedor A,10,ok
304,General,Electrico,2025-03-02,110,17,12,115,27,Proveedor C,11,ok
305,General,Hidraulico,2025-03-29,84,0,18,66,11,Proveedor B,2,ok
306,Electronica,Electrico,2025-03-13,63,11,18,56,24,Proveedor A,7,ok
307,Electronica,Hidraulico,2025-05-03,142,24,1,165,18,Proveedor A,9,ok
308,General,Hidraulico,2025-04-20,22,30,22,30,41,Proveedor A,8,critico
309,Electronica,Electrico,2025-02-09,142,18,23,137,39,Proveedor B,12,ok
310,General,Electrico,2025-04-05,131,20,26,125,10,Proveedor C,7,ok
311,General,Electrico,2025-04-18,166,22,13,175,36,Proveedor A,14,ok
312,General,Herramientas,2025-03-22,44,19,19,44,25,Proveedor B,9,ok
313,General,Electrico,2025-03-23,57,14,21,50,20,Proveedor A,5,ok
314,General,Mecanica,2025-05-10,159,18,6,171,34,Proveedor B,5,ok
315,General,Electrico,2025-03-17,145,14,21,138,23,Proveedor A,8,ok
316,General,Herramientas,2025-05-02,64,22,12,74,17,Proveedor C,14,ok
317,Electronica,Herramientas,2025-03-28,84,14,10,88,47,Proveedor B,11,ok
318,General,Electrico,2025-06-16,20,0,17,3,23,Proveedor C,7,critico
319,General,Mecanica,2025-03-25,112,15,25,102,26,Proveedor A,13,ok
320,General,Herramientas,2025-06-06,56,9,26,39,47,Proveedor C,6,critico
321,General,Hidraulico,2025-03-30,98,7,13,92,22,Proveedor B,14,ok
322,Electronica,Hidraulico,2025-04-02,47,4,17,34,32,Proveedor B,9,bajo
323,General,Mecanica,2025-06-12,150,12,31,131,41,Proveedor A,12,ok
324,General,Mecanica,2025-02-23,67,15,28,54,21,Proveedor B,8,ok
325,Electronica,Mecanica,2025-03-11,149,11,6,154,37,Proveedor B,13,ok
326,General,Electrico,2025-04-06,104,25,10,119,45,Proveedor C,3,ok
327,Electronica,Mecanica,2025-02-13,179,5,15,169,47,Proveedor C,7,ok
328,Electronica,Hidraulico,2025-03-31,34,9,4,39,45,Proveedor B,9,critico
329,Electronica,Mecanica,2025-02-06,56,18,17,57,29,Proveedor B,2,ok
330,Electronica,Hidraulico,2025-01-14,35,10,21,24,15,Proveedor B,1,ok
331,General,Mecanica,2025-03-04,103,11,23,91,24,Proveedor A,6,ok
332,Electronica,Electrico,2025-01-23,113,14,6,121,17,Proveedor C,14,ok
333,General,Hidraulico,2025-03-29,121,18,24,115,30,Proveedor A,8,ok
334,General,Herramientas,2025-05-11,115,15,15,115,25,Proveedor A,1,ok
335,Electronica,Mecanica,2025-04-18,124,18,28,114,49,Proveedor A,7,ok
336,General,Electrico,2025-02-10,144,15,11,148,34,Proveedor C,2,ok
337,Electronica,Electrico,2025-05-11,136,4,24,116,34,Proveedor B,3,ok
338,General,Mecanica,2025-03-10,97,8,21,84,41,Proveedor C,2,ok
339,Electronica,Mecanica,2025-06-14,27,6,21,12,42,Proveedor A,1,critico
340,General,Hidraulico,2025-01-02,127,18,23,122,35,Proveedor A,12,ok
