id_producto,nombre_producto,categoria,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock
79,Electronica,Herramientas,2035-01-01,97,16,28,85.0,16.0,Proveedor B,9.0,ok
80,Electronica,Herramientas,2025-06-28,22,31,28,25.0,38.0,Proveedor B,1.0,critico
81,General,Hidraulico,2025-05-23,31,21,25,27.0,19.0,Proveedor A,12.0,bajo
82,Electronica,Hidraulico,2025-04-06,193,5,4,194.0,23.0,Proveedor C,4.0,ok
83,Electronica,Herramientas,2025-06-27,102,22,37,87.0,42.0,Proveedor A,14.0,ok
84,General,Electrico,2025-01-29,163,28,18,173.0,24.0,Proveedor B,10.0,ok
85,General,Mecanica,2035-01-01,80,8,17,71.0,29.0,Proveedor B,4.0,ok
86,General,Hidraulico,2025-03-18,24,6,8,22.0,32.0,Proveedor B,3.0,critico
87,Electronica,Mecanica,2025-02-26,177,6,14,169.0,19.0,Proveedor C,12.0,ok
88,General,Herramientas,2025-03-19,112,8,19,101.0,23.0,Proveedor A,3.0,ok
89,Electronica,Electrico,2025-01-07,109,7,30,86.0,17.0,Proveedor C,4.0,ok
90,General,Mecanica,2025-02-14,150,30,22,158.0,36.0,Proveedor A,10.0,ok
91,Electronica,Mecanica,2025-05-26,109,23,4,128.0,33.0,Proveedor A,14.0,ok
92,General,Mecanica,2025-02-03,97,12,24,85.0,41.0,Proveedor B,5.0,ok
93,Electronica,Mecanica,2025-01-02,193,22,11,204.0,33.0,Proveedor A,5.0,ok
94,Electronica,Herramientas,2025-02-05,108,12,6,114.0,34.0,Proveedor A,2.0,ok
95,General,Mecanica,2025-01-31,109,21,23,107.0,28.0,Proveedor C,1.0,ok
96,Electronica,Hidraulico,2025-02-07,31,19,26,24.0,42.0,Proveedor B,14.0,critico
97,Electronica,Herramientas,2025-03-26,193,20,7,206.0,45.0,Proveedor A,8.0,ok
98,General,Hidraulico,2025-06-20,111,33,11,133.0,15.0,Proveedor B,10.0,ok
99,Electronica,Herramientas,2025-02-06,111,16,19,108.0,14.0,Proveedor A,11.0,ok
100,Electronica,Hidraulico,2025-06-02,129,10,25,114.0,26.0,Proveedor B,4.0,ok
101,Electronica,Hidraulico,2025-01-11,91,1,26,66.0,39.0,Proveedor B,13.0,ok
102,General,Electrico,2025-01-31,50,29,24,55.0,32.0,Proveedor B,3321.0,ok
103,General,Hidraulico,2025-03-16,65,13,29,49.0,1838.0,Proveedor A,2.0,ok
104,Electronica,Mecanica,2025-01-05,193,24,1,216.0,21.0,Proveedor A,10.0,ok
105,General,Hidraulico,2025-01-16,98,14,21,91.0,41.0,Proveedor B,1.0,ok
106,Electronica,Herramientas,2025-06-10,90,7,1,96.0,16.0,Proveedor A,1.0,ok
107,Electronica,Electrico,2025-01-14,152,18,30,140.0,37.0,Proveedor A,5.0,ok
108,Electronica,Hidraulico,2025-06-06,171,0,10,161.0,12.0,Proveedor A,7.0,ok
109,General,Electrico,2025-02-28,160,16,13,163.0,19.0,Proveedor C,3.0,ok
110,Electronica,Herramientas,2025-01-06,52,11,21,42.0,26.0,Proveedor C,5.0,ok
111,General,Hidraulico,2025-06-14,178,24,0,202.0,37.0,Proveedor B,10.0,ok
112,General,Mecanica,2025-06-02,117,27,22,122.0,29.0,Proveedor B,13.0,ok
113,Electronica,Hidraulico,2025-02-13,154,21,23,152.0,45.0,Proveedor C,14.0,ok
114,General,Herramientas,2025-04-16,77,23,8,92.0,13.0,Proveedor A,3.0,ok
115,Electronica,Electrico,2025-06-15,119,11,13,117.0,31.0,Proveedor C,7.0,ok
116,General,Hidraulico,2025-01-28,106,23,0,129.0,32.0,Proveedor A,7.0,ok
117,Electronica,Electrico,2025-02-14,109,15,30,94.0,35.0,Proveedor C,3.0,ok
118,Electronica,Electrico,2025-04-09,46,24,9,61.0,21.0,Proveedor A,14.0,ok
119,General,Electrico,2025-06-24,53,0,9,44.0,42.0,Proveedor A,9.0,bajo
120,Electronica,Herramientas,2025-03-25,25,13,13,25.0,16.0,Proveedor A,12.0,ok
121,Electronica,Mecanica,2025-05-03,44,13,10,3477.0,35.0,Proveedor C,13.0,bajo
122,Electronica,Hidraulico,2025-02-03,179,15,34,160.0,11.0,Proveedor B,11.0,ok
123,General,Mecanica,2025-06-03,186,19,21,184.0,36.0,Proveedor A,6.0,ok
124,General,Herramientas,2025-04-10,80,9,12,77.0,10.0,Proveedor B,2.0,ok
125,Electronica,Herramientas,2025-06-12,116,18,18,116.0,18.0,Proveedor C,8.0,ok
126,General,Herramientas,2025-02-14,52,30,9,73.0,16.0,Proveedor A,14.0,ok
127,General,Electrico,2025-02-08,76,22,32,66.0,14.0,Proveedor A,3.0,ok
128,General,Herramientas,2025-03-17,31,21,2,50.0,37.0,Proveedor B,2.0,bajo
129,General,Mecanica,2025-05-19,46,8,17,37.0,28.0,Proveedor C,8.0,bajo
130,Electronica,Hidraulico,2025-05-26,188,19,4,203.0,16.0,Proveedor B,4.0,ok
131,General,Mecanica,2025-06-07,58,12,31,39.0,40.0,Proveedor A,10.0,critico
132,Electronica,Herramientas,2025-02-24,173,10,24,159.0,10.0,Proveedor C,1.0,ok
133,General,Mecanica,2025-04-20,134,27,14,147.0,11.0,Proveedor C,12.0,ok
134,General,Electrico,2025-01-27,163,23,5,181.0,36.0,Proveedor C,11.0,ok
135,General,Mecanica,2025-02-15,108,15,26,97.0,24.0,Proveedor C,4.0,ok
136,Electronica,Electrico,2025-05-20,140,2,15,127.0,41.0,Proveedor A,4.0,ok
137,General,Mecanica,2025-01-12,142,9,13,138.0,23.0,Proveedor B,5.0,ok
138,General,Herramientas,2025-03-10,92,5,20,77.0,46.0,Proveedor B,10.0,ok
139,General,Mecanica,2025-05-05,29,13,14,28.0,30.0,Proveedor A,12.0,critico
140,Electronica,Herramientas,2025-05-24,24,21,8,37.0,16.0,Proveedor C,4.0,ok
141,Electronica,Hidraulico,2025-05-02,191,11,23,179.0,34.0,Proveedor B,2.0,error
142,Electronica,Herramientas,2025-03-31,60,30,11,79.0,34.0,Proveedor A,11.0,ok
143,Electronica,Mecanica,2025-05-05,89,8,10,87.0,36.0,Proveedor B,2.0,ok
144,Electronica,Herramientas,2025-02-20,122,0,31,91.0,14.0,Proveedor A,4.0,ok
145,General,Herramientas,2025-06-28,148,20,24,144.0,30.0,Proveedor C,12.0,ok
146,Electronica,Herramientas,2025-05-07,66,19,23,62.0,12.0,Proveedor A,10.0,ok
147,Electronica,Mecanica,2025-05-02,40,12,10,42.0,29.0,Proveedor C,6.0,bajo
148,General,Herramientas,2025-01-30,167,16,25,158.0,34.0,Proveedor C,6.0,ok
149,General,Mecanica,2025-06-26,105,15,19,101.0,23.0,Proveedor B,11.0,ok
150,General,Mecanica,2025-04-08,159,18,52,125.0,24.0,Proveedor C,6.0,ok
151,General,Electrico,2025-05-25,119,9,10,118.0,37.0,Proveedor A,4.0,ok
152,Electronica,Herramientas,2025-01-26,116,18,12,122.0,40.0,Proveedor C,10.0,ok
153,Electronica,Hidraulico,2025-06-17,34,16,27,23.0,30.0,Proveedor B,1.0,critico
154,Electronica,Mecanica,2025-01-06,154,14,18,150.0,23.0,Proveedor B,12.0,ok
155,General,Herramientas,2025-03-08,113,7,25,95.0,16.0,Proveedor B,1.0,ok
156,Electronica,Herramientas,2025-05-17,150,13,14,149.0,40.0,Proveedor C,11.0,ok
157,General,Hidraulico,2025-02-23,155,14,18,151.0,28.0,Proveedor B,9.0,ok
158,Electronica,Herramientas,2025-04-09,112,17,20,109.0,35.0,Proveedor A,9.0,ok
159,General,Electrico,2025-06-20,73,16,23,66.0,46.0,Proveedor C,14.0,bajo
160,Electronica,Mecanica,2025-05-26,93,32,37,88.0,41.0,Proveedor C,6.0,ok
161,General,Electrico,2025-04-25,34,20,35,19.0,28.0,Proveedor B,13.0,critico
162,General,Hidraulico,2025-02-01,85,10,30,65.0,23.0,Proveedor C,5.0,ok
163,Electronica,Mecanica,2025-06-07,191,25,36,180.0,10.0,Proveedor A,8.0,ok
164,Electronica,Mecanica,2025-05-03,172,9,33,148.0,23.0,Proveedor C,1.0,ok
165,Electronica,Herramientas,2025-04-15,24,4,37,-9.0,11.0,Proveedor B,4.0,critico
166,Electronica,Mecanica,2025-06-01,35,19,24,30.0,49.0,Proveedor B,4.0,critico
167,General,Herramientas,2025-03-31,127,0,21,106.0,28.0,Proveedor C,9.0,ok
168,General,Mecanica,2025-04-02,22,9,21,10.0,14.0,Proveedor C,2.0,critico
169,Electronica,Mecanica,2025-06-05,42,14,21,35.0,25.0,Proveedor A,10.0,bajo
170,Electronica,Hidraulico,2025-01-30,93,2,31,64.0,12.0,Proveedor C,5.0,ok
171,Electronica,Mecanica,2025-02-15,184,8,11,181.0,42.0,Proveedor A,2.0,ok
172,General,Hidraulico,2025-05-04,101,14,29,86.0,42.0,Proveedor A,3.0,ok
173,Electronica,Mecanica,2025-05-14,49,20,13,56.0,11.0,Proveedor A,7.0,ok
174,General,Herramientas,2025-03-18,46,23,0,69.0,43.0,Proveedor C,2.0,ok
175,Electronica,Electrico,2025-03-26,131,21,11,141.0,40.0,Proveedor B,12.0,ok
176,Electronica,Hidraulico,2025-02-27,144,8,29,123.0,34.0,Proveedor A,13.0,ok
177,General,Electrico,2025-05-01,46,5,28,23.0,42.0,Proveedor B,14.0,critico
178,General,Hidraulico,2025-04-06,35,3,26,12.0,40.0,Proveedor B,10.0,critico
179,General,Herramientas,2025-05-25,193,22,13,202.0,45.0,Proveedor B,11.0,ok
180,Electronica,Electrico,2025-02-26,39,17,19,37.0,35.0,Proveedor A,2.0,bajo
181,Electronica,Hidraulico,2025-06-12,149,3,8,144.0,14.0,Proveedor B,3.0,ok
182,Electronica,Herramientas,2025-06-04,170,18,32,156.0,31.0,Proveedor B,4.0,ok
183,Electronica,Electrico,2025-04-09,141,3,24,120.0,22.0,Proveedor A,6.0,ok
184,Electronica,Herramientas,2025-06-12,144,11,25,130.0,10.0,Proveedor B,13.0,ok
185,General,Mecanica,2025-03-18,67,4,12,59.0,34.0,Proveedor C,6.0,ok
186,Electronica,Herramientas,2025-05-27,73,22,27,68.0,36.0,Proveedor C,5.0,ok
187,Electronica,Electrico,2025-03-09,127,15,19,123.0,41.0,Proveedor B,6.0,ok
188,General,Herramientas,2025-04-23,195,26,41,180.0,24.0,Proveedor B,6.0,ok
189,General,Mecanica,2025-06-01,113,19,23,109.0,22.0,Proveedor C,12.0,ok
190,Electronica,Electrico,2025-03-25,124,9,9,124.0,14.0,Proveedor B,4.0,ok
191,General,Mecanica,2025-05-17,118,16,16,118.0,47.0,Proveedor C,5.0,ok
192,General,Electrico,2025-05-16,74,17,20,71.0,16.0,Proveedor B,5.0,ok
193,Electronica,Hidraulico,2025-02-12,168,13,19,162.0,13.0,Proveedor A,7.0,ok
194,General,Electrico,2025-05-07,163,25,23,165.0,44.0,Proveedor C,14.0,ok
195,General,Mecanica,2025-01-20,58,4,9,53.0,27.0,Proveedor A,9.0,ok
196,Electronica,Mecanica,2025-03-28,59,20,22,57.0,21.0,Proveedor B,5.0,ok
197,General,Electrico,2025-03-16,175,13,28,160.0,46.0,Proveedor C,2.0,ok
198,Electronica,Electrico,2025-02-21,183,14,10,187.0,22.0,Proveedor B,2.0,ok
199,Electronica,Herramientas,2025-03-21,171,22,20,173.0,11.0,Proveedor A,10.0,ok
200,Electronica,Electrico,2025-05-08,53,17,19,51.0,12.0,Proveedor A,3.0,ok
201,General,Electrico,2025-04-08,148,10,21,137.0,22.0,Proveedor A,9.0,ok
202,General,Mecanica,2025-05-16,184,6,30,160.0,30.0,Proveedor B,9.0,ok
203,General,Herramientas,2025-06-29,54,21,4409,47.0,20.0,Proveedor B,5.0,ok
204,Electronica,Herramientas,2025-05-11,22,14,42,-6.0,22.0,Proveedor C,9.0,critico
205,General,Mecanica,2025-06-09,167,2,15,154.0,18.0,Proveedor B,1.0,ok
206,General,Hidraulico,2025-04-22,86,11,43,54.0,40.0,Proveedor B,9.0,bajo
207,Electronica,Hidraulico,2025-01-14,36,9,5,40.0,20.0,Proveedor C,11.0,ok
208,Electronica,Hidraulico,2025-06-24,57,5,32,30.0,30.0,Proveedor A,7.0,critico
209,Electronica,Hidraulico,2025-05-26,72,20,35,57.0,25.0,Proveedor C,6.0,ok
210,General,Hidraulico,2025-01-27,133,5,30,108.0,38.0,Proveedor C,5.0,ok
211,General,Mecanica,2025-04-23,114,20,19,115.0,44.0,Proveedor C,14.0,ok
212,Electronica,Hidraulico,2025-02-13,23,10,28,5.0,40.0,Proveedor C,9.0,critico
213,General,Herramientas,2025-05-17,120,15,30,105.0,21.0,Proveedor B,3.0,ok
214,Electronica,Electrico,2025-04-07,171,19,20,170.0,38.0,Proveedor C,7.0,ok
215,Electronica,Herramientas,2025-05-13,134,9,20,123.0,19.0,Proveedor C,3.0,ok
216,Electronica,Hidraulico,2025-04-22,106,15,24,97.0,18.0,Proveedor A,1.0,ok
217,General,Electrico,2025-05-18,138,20,24,134.0,17.0,Proveedor B,12.0,ok
218,Electronica,Hidraulico,2025-01-25,74,19,25,68.0,10.0,Proveedor C,14.0,ok
219,Electronica,Herramientas,2025-05-10,134,10,26,118.0,44.0,Proveedor A,9.0,ok
220,Electronica,Hidraulico,2025-06-03,56,32,41,47.0,40.0,Proveedor C,12.0,bajo
221,Electronica,,2025-05-02,69,26,17,78.0,14.0,Proveedor C,10.0,ok
222,General,Mecanica,2025-02-27,148,24,37,135.0,23.0,Proveedor A,3.0,ok
223,Electronica,Herramientas,2025-04-06,61,19,4,76.0,25.0,Proveedor A,12.0,ok
224,Electronica,Hidraulico,2025-02-25,45,5,17,33.0,22.0,Proveedor C,11.0,bajo
225,General,Mecanica,2025-01-30,92,17,14,95.0,21.0,Proveedor C,2.0,ok
226,Electronica,Electrico,2025-06-05,59,0,19,40.0,12.0,Proveedor B,5.0,ok
227,General,Mecanica,2025-01-19,164,20,20,164.0,20.0,Proveedor A,14.0,ok
228,Electronica,Electrico,2025-05-02,66,10,16,60.0,,Proveedor B,8.0,ok
229,General,Mecanica,2025-04-25,191,7,13,,47.0,Proveedor B,6.0,ok
230,Electronica,Electrico,2025-05-25,132,17,22,127.0,18.0,Proveedor C,6.0,ok
231,Electronica,Herramientas,2025-01-24,102,24,32,94.0,11.0,Proveedor B,2.0,ok
232,General,Electrico,2025-01-31,101,4,28,77.0,34.0,Proveedor C,12.0,ok
233,General,Hidraulico,2025-04-26,126,19,19,126.0,40.0,Proveedor B,12.0,ok
234,Electronica,Electrico,2025-03-21,63,3,24,42.0,14.0,Proveedor C,9.0,ok
235,General,Mecanica,2025-03-12,123,23,1,145.0,19.0,Proveedor B,3.0,ok
236,General,Electrico,2025-03-24,103,14,29,88.0,35.0,Proveedor A,2.0,ok
237,General,Hidraulico,2025-03-23,115,17,18,114.0,40.0,Proveedor B,2.0,ok
238,General,Hidraulico,2025-03-10,149,18,16,151.0,15.0,Proveedor A,8.0,ok
239,Electronica,Electrico,2025-04-21,64,13,18,59.0,10.0,Proveedor A,1.0,ok
240,General,Electrico,2025-01-04,60,3,14,49.0,21.0,Proveedor A,10.0,ok
241,General,Hidraulico,2025-01-15,135,10,18,127.0,20.0,Proveedor B,11.0,ok
242,Electronica,Mecanica,2025-01-01,86,11,29,68.0,49.0,Proveedor C,4.0,bajo
243,Electronica,Mecanica,2025-02-23,76,14,7,83.0,45.0,Proveedor B,1.0,ok
244,Electronica,Mecanica,2025-05-26,124,21,16,129.0,17.0,Proveedor B,2.0,ok
245,General,Mecanica,2025-04-15,44,20,21,43.0,11.0,Proveedor B,11.0,ok
246,Electronica,Herramientas,2025-05-10,173,17,16,174.0,44.0,Proveedor B,2.0,ok
247,General,Hidraulico,2025-02-06,21,28,11,38.0,17.0,Proveedor A,14.0,ok
248,General,Hidraulico,2025-01-04,127,16,18,125.0,18.0,Proveedor A,12.0,ok
249,General,Hidraulico,2025-01-06,77,8,25,60.0,49.0,Proveedor B,13.0,bajo
250,General,Electrico,2025-01-26,63,14,28,49.0,32.0,Proveedor A,12.0,ok
251,Electronica,Electrico,2025-06-24,168,9,10,167.0,44.0,Proveedor C,14.0,ok
252,Electronica,Hidraulico,2025-01-26,145,8,31,122.0,34.0,Proveedor B,11.0,ok
253,General,Hidraulico,2025-05-03,123,10,27,106.0,20.0,Proveedor B,4.0,ok
254,Electronica,Electrico,2025-02-05,161,6,4,163.0,47.0,Proveedor B,11.0,ok
255,Electronica,Herramientas,2025-06-09,64,11,13,62.0,20.0,Proveedor B,9.0,ok
256,Electronica,Herramientas,2025-06-08,121,16,24,113.0,13.0,Proveedor B,5.0,ok
257,Electronica,Mecanica,2025-01-25,104,5,33,76.0,45.0,Proveedor A,5.0,ok
258,Electronica,Electrico,2025-05-30,152,18,19,151.0,37.0,Proveedor B,7.0,ok
259,Electronica,Herramientas,2025-01-22,75,14,23,66.0,45.0,Proveedor B,6.0,bajo
260,General,Mecanica,2025-05-24,48,9,17,40.0,26.0,Proveedor C,12.0,ok
261,Electronica,Mecanica,2025-06-25,59,16,20,55.0,36.0,Proveedor A,5.0,ok
262,General,Electrico,2025-03-29,53,14,15,52.0,21.0,Proveedor B,2.0,ok
263,General,Electrico,2025-02-22,180,24,29,175.0,23.0,Proveedor A,10.0,ok
264,General,Mecanica,2025-06-26,173,28,0,201.0,49.0,Proveedor A,2.0,ok
265,Electronica,Herramientas,2025-04-15,133,11,4,140.0,41.0,Proveedor C,7.0,ok
266,Electronica,Herramientas,2025-04-16,146,19,21,144.0,33.0,Proveedor A,12.0,ok
267,General,Hidraulico,2025-04-16,26,19,16,29.0,35.0,Proveedor B,10.0,critico
268,Electronica,Herramientas,2025-01-27,189,13,28,174.0,15.0,Proveedor B,14.0,ok
269,General,Electrico,2025-05-17,83,11,24,70.0,40.0,Proveedor C,4.0,ok
270,Electronica,Herramientas,2025-04-14,86,0,33,53.0,36.0,Proveedor C,8.0,bajo
271,Electronica,Herramientas,2025-02-23,29,16,12,33.0,47.0,Proveedor B,6.0,critico
272,Electronica,Hidraulico,2025-02-10,77,17,18,76.0,,Proveedor A,1.0,ok
273,General,Hidraulico,2025-03-29,98,20,5,113.0,25.0,Proveedor A,4.0,ok
274,General,Hidraulico,2025-05-24,83,27,14,96.0,12.0,Proveedor B,1.0,ok
275,Electronica,Mecanica,2025-03-02,144,11,15,140.0,41.0,Proveedor B,4.0,ok
276,General,Electrico,2025-05-17,21,19,24,16.0,10.0,Proveedor A,6.0,ok
277,General,Electrico,2025-04-24,31,5,7,29.0,43.0,Proveedor C,12.0,critico
278,General,Mecanica,2025-03-24,188,8,10,186.0,12.0,Proveedor A,5.0,ok
279,General,Mecanica,2025-02-28,99,31,25,105.0,14.0,Proveedor A,9.0,ok
280,Electronica,Hidraulico,2025-01-26,43,23,5,61.0,38.0,Proveedor C,11.0,ok
281,Electronica,Electrico,2025-01-17,164,20,24,160.0,46.0,Proveedor B,4.0,ok
282,Electronica,Hidraulico,2025-02-14,100,27,14,113.0,17.0,Proveedor B,1.0,ok
283,Electronica,Herramientas,2025-04-17,30,22,35,17.0,19.0,Proveedor C,13.0,critico
284,Electronica,Mecanica,2025-06-12,50,8,11,47.0,49.0,Proveedor B,10.0,critico
285,General,Electrico,2025-03-21,199,6,28,177.0,38.0,Proveedor A,3.0,ok
286,General,Herramientas,2025-01-24,27,12,9,30.0,13.0,Proveedor A,4.0,ok
287,Electronica,Herramientas,2025-06-13,134,4,24,114.0,17.0,Proveedor A,14.0,ok
288,Electronica,Herramientas,2025-02-11,44,11,25,30.0,41.0,Proveedor A,7.0,critico
289,General,Hidraulico,2025-01-01,55,3,26,32.0,44.0,Proveedor A,2.0,critico
290,Electronica,Hidraulico,2025-04-01,184,20,10,194.0,24.0,Proveedor C,5.0,ok
291,Electronica,Hidraulico,2025-03-17,96,15,24,87.0,28.0,Proveedor C,1.0,ok
292,Electronica,Hidraulico,2025-02-26,184,21,27,178.0,44.0,Proveedor A,2.0,ok
293,Electronica,Hidraulico,2025-03-26,41,13,2,52.0,16.0,Proveedor A,13.0,ok
294,General,Hidraulico,2025-05-25,166,3,26,143.0,37.0,Proveedor C,8.0,ok
295,General,Mecanica,2025-03-29,71,12,14,69.0,21.0,Proveedor C,8.0,ok
